	GVHD_Control_TP1	GVHD_Control_TP1.1	GVHD_Antibiotics_TP1	GVHD_Antibiotics_TP1.1	GVHD_Antibiotics_TP1.2	GVHD_Antibiotics_TP1.3	GVHD_Antibiotics_TP1.4	GVHD_Antibiotics_TP1.5	GVHD_Antibiotics_TP1.6	BM_Antibiotics_TP1	BM_Antibiotics_TP1.1	BM_Antibiotics_TP1.2	BM_Control_TP1	BM_Control_TP1.1	BM_Control_TP1.2	GVHD_Control_TP2	GVHD_Control_TP2.1	GVHD_Control_TP2.2	GVHD_Control_TP2.3	GVHD_Antibiotics_TP2	GVHD_Antibiotics_TP2.1	GVHD_Antibiotics_TP2.2	GVHD_Antibiotics_TP2.3	GVHD_Antibiotics_TP2.4	BM_Antibiotics_TP2	BM_Antibiotics_TP2.1	BM_Antibiotics_TP2.2	BM_Control_TP2	BM_Control_TP2.1	GVHD_Control_TP3	GVHD_Control_TP3.1	GVHD_Antibiotics_TP3	GVHD_Antibiotics_TP3.1	GVHD_Antibiotics_TP3.2	GVHD_Antibiotics_TP3.3	GVHD_Antibiotics_TP3.4	GVHD_Antibiotics_TP3.5	GVHD_Antibiotics_TP3.6	BM_Antibiotics_TP3	BM_Antibiotics_TP3.1	BM_Antibiotics_TP3.2	BM_Control_TP3	BM_Control_TP3.1	Steady_state_TP2	Steady_state_TP2.1	Steady_state_TP3	GVHD_Control_TP4	GVHD_Control_TP4.1	GVHD_Antibiotics_TP4	GVHD_Antibiotics_TP4.1	GVHD_Antibiotics_TP4.2	GVHD_Antibiotics_TP4.3	GVHD_Antibiotics_TP4.4	GVHD_Antibiotics_TP4.5	BM_Antibiotics_TP4	BM_Antibiotics_TP4.1	BM_Antibiotics_TP4.2	BM_Control_TP4
zOTU_596	0.025691530358825	0	0	0	0	0	0	0	0	0	0	0	0.0326299760713509	0.0732198425773385	0	0.0459875833524948	0.0097143967359627	0.0486144871171609	0.0849411479189419	0	0	0	0	0	0	0	0	0	0	0.0537730776124754	0.0640204865556978	0	0	0	0	0	0	0	0	0	0	0.0934579439252336	0.0544662309368192	0.0301932367149758	0.0174947515745276	0	0.131406044678055	0.0278357689631176	0.115807759119861	0.099601593625498	0.272479564032698	0	0.0990589400693413	0.0707714083510262	0	0	0	0.0646935144751739
zOTU_6	0.402500642288259	0	0	0	0	0	0	0	0	0	0	0	10.8440287143789	2.10507047409848	7.43718592964824	1.10370200045988	2.92403341752477	3.76762275157997	4.64749423613639	0	0	0	0	0	0	0	0	4.51225873761085	2.32983857547013	3.99713210252733	5.13993049204317	0	0	0	0	0	0	0	0	0	0	1.46862483311081	1.67755991285403	3.42693236714976	3.41147655703289	3.92118611002731	1.6754270696452	0.556715379262352	0	0	0	0	0	0	0	0	0	3.00824842309558
zOTU_60	0	0.442795595978937	2.45255997135696	8.72675250357654	9.78077571669477	10.4526748971193	9.40040650406504	10.1736972704715	9.77092099111734	7.68721007289596	11.0979929161747	8.33333333333333	0	0	0	0	0	0.461837627613029	0	6.52610441767068	7.96160361377753	14.5139813581891	6.67311411992263	7.11831124202258	7.66365087812666	7.36842105263158	10.2153506350083	0	0	0	0	7.22388059701493	8.73344370860927	9.08273381294964	7.95811518324607	6.75078864353312	9.2378752886836	8.45864661654135	8.93470790378007	8.16	10.7142857142857	0	0	0	0	0	0	0	6.60104226983208	5.67729083665339	1.6596482536537	7.41626794258373	1.38682516097078	5.6617126680821	6.05095541401274	7.8593588417787	8.81164106709782	0
zOTU_600	0	0	0	0	0	0	0	0	0	0	0	0	0.0326299760713509	0.0183049606443346	0	0	0	0	0.012134449702706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108932461873638	0	0.244926522043387	0.0195083886071011	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_603	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0915248032216731	0	0	0.0194287934719254	0	0.109210047324354	0	0	0	0	0	0	0	0	0	0	0	0.0274373513810134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_604	0.111329964888242	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0365463682046597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164257555847569	0	0	0	0	0	0	0	0	0	0	0
zOTU_605	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0366099212886692	0	0	0	0.0121536217792902	0.012134449702706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267022696929239	0.0326797385620915	0	0	0	0.0164257555847569	0.0278357689631176	0.0579038795599305	0.049800796812749	0.0495417389150359	0	0	0.0707714083510262	0	0	0	0
zOTU_607	0	0	0	0	0	0	0	0	0	0	0	0	0.348053078094409	0	0.00913659205116491	0.137962750057484	0	0.0486144871171609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0400534045393858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0291431902078881	0	0.0364033491081179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0301932367149758	0.0174947515745276	0	0	0	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_609	0	0	0	0	0	0	0	0	0	0	0	0	0.250163149880357	0	0.00913659205116491	0	0	0.0121536217792902	0.169882295837884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157452764170749	0	0	0	0	0	0	0	0	0	0	0	0	0.194080543425522
zOTU_61	0	0.131641933939684	3.90261367704977	6.65236051502146	5.98650927487352	11.358024691358	7.41869918699187	4.01985111662531	6.07760635811127	9.74155069582505	6.3754427390791	6.99074074074074	0	0	0	0	0.0388575869438508	0.170150704910063	0.0728066982162359	9.58835341365462	7.79220779220779	7.7896138482024	8.36557059961315	11.0456553755523	11.49547631719	8.42105263157895	10.2153506350083	0	0	0	0	9.61194029850746	11.4238410596026	8.72302158273381	8.16753926701571	8.13880126182965	9.35334872979215	8.55263157894737	5.72737686139748	7.84	9.32539682539683	0	0	0	0	0	0	0	10.7122177185871	3.33665338645418	2.00644042605895	7.09728867623604	4.35859336305101	5.73248407643312	5.97133757961783	6.10134436401241	11.4793856103476	0
zOTU_611	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0400534045393858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145560407569141
zOTU_615	0	0	0	0	0	0	0	0	0	0	0	0	0.0543832934522515	0	0	0	0.0097143967359627	0	0.0364033491081179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_617	0.00856384345294168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0166417041105009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120772946859903	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0646935144751739
zOTU_618	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0183049606443346	0	0	0	0	0.0606722485135299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0485201358563804
zOTU_623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267022696929239	0.0762527233115468	0.0301932367149758	0	0.0780335544284042	0	0.0139178844815588	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_624	0	0	0	0	0	0	0	0	0	0	0	0	0.0217533173809006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213618157543391	0	0	0	0.0195083886071011	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_626	0.0770745910764751	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00913659205116491	0.114968958381237	0.0388575869438508	0.133689839572193	0.133478946729766	0	0	0	0	0	0	0	0	0	0.0332834082210018	0.0896217960207923	0.173769892079751	0	0	0	0	0	0	0	0	0	0	0.320427236315087	0.272331154684096	0.0905797101449275	0.0349895031490553	0.0585251658213032	0.279237844940867	0.125260960334029	0.231615518239722	0.796812749003984	1.31285608124845	0.159489633173844	0.941059930658742	0.353857041755131	0	0	0	0.0970402717127608
zOTU_627	0	0	0	0	0	0	0	0	0	0	0	0	0.0435066347618012	0.109829763866008	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391236306729265	0.0332834082210018	0.0179243592041585	0.0548747027620267	0	0	0	0	0	0	0	0	0	0	0.0133511348464619	0.0108932461873638	0	0.139958012596221	0.0585251658213032	0	0.0139178844815588	0	0	0	0	0	0	0	0	0	0.307294193757076
zOTU_631	0	0	0	0	0	0	0	0	0	0	0	0	0.0978899282140526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0349895031490553	0.0585251658213032	0	0	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012134449702706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104968509447166	0	0	0	0	0	0	0	0	0	0	0	0	0.113213650331554
zOTU_633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0537730776124754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_634	0	0.0718046912398277	0.393841747225206	0.786838340486409	1.93929173693086	1.72839506172839	1.57520325203252	0.893300248138958	1.12201963534362	1.52418820410868	1.47579693034238	1.89814814814815	0	0	0	0	0	0.0972289742343218	0	0.803212851405622	2.08921513269339	2.5965379494008	1.11218568665377	0.834560628375061	1.27727514635444	1.20300751879699	1.38045278851463	0	0	0	0	1.01492537313433	1.15894039735099	1.16906474820144	1.04712041884817	1.6403785488959	1.03926096997691	1.69172932330827	1.22184039709813	1.36	2.13293650793651	0	0	0	0	0	0	0	0.926462072958888	0.896414342629482	0.222937825117662	0.956937799043062	0.445765230312036	1.13234253361642	0.796178343949045	1.44777662874871	0.727566693613581	0
zOTU_635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0182731841023298	0	0	0.0121536217792902	0.0364033491081179	0	0	0	0	0	0	0	0	0	0.0166417041105009	0.161319232837426	0	0	0	0	0	0	0	0	0	0	0	0.0267022696929239	0	0	0.0349895031490553	0	0	0.0139178844815588	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_637	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0732198425773385	0.0822293284604842	0	0	0.0364608653378707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267022696929239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_639	0.00856384345294168	0	0	0	0	0	0	0	0	0	0	0	0.0217533173809006	0	0	0	0.0291431902078881	0.0121536217792902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0667556742323097	0	0.135869565217391	0.174947515745276	0.0195083886071011	0	0	0	0	0	0	0	0	0	0	0	0.113213650331554
zOTU_641	0.00856384345294168	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0.128134724510342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173564753004005	0	0	0	0.0585251658213032	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_644	0	0	0	0	0	0	0	0	0	0	0	0	0.0326299760713509	0.0915248032216731	0	0	0.0388575869438508	0.255226057365095	0.0485377988108239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.467289719626168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012134449702706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_649	0	0	0	0	0	0	0	0	0	0	0	0	0.0870132695236023	0.109829763866008	0	0.0459875833524948	0	0.0121536217792902	0.012134449702706	0	0	0	0	0	0	0	0	0.0130412102243088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069589422407794	0	0	0	0	0	0	0	0	0	0
zOTU_650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0260824204486176	0.0499251123315027	0.483957698512278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209937018894332	0.0585251658213032	0.0657030223390276	0.264439805149617	0	0	0	0	0	0	0	0	0	0
zOTU_653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_655	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0	0	0	0	0.0121536217792902	0.0728066982162359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104968509447166	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_658	0	0	0	0	0	0	0	0	0	0	0	0	0.0543832934522515	0	0.00913659205116491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0179243592041585	0	0	0	0	0	0	0	0	0	0	0	0.0801068090787717	0	0.256642512077295	0.0699790062981106	0	0.0164257555847569	0	0	0	0	0	0	0	0	0	0	0.0323467572375869
zOTU_66	0.0685107476235334	0	0	0	0	0	0	0	0	0	0	0	0.35892973678486	1.39117700896943	0.356327089995432	0	0.097143967359627	0.279533300923675	0	0	0	0	0	0	0	0	0	0.573813249869588	0.18305874521551	0.161319232837426	0.100603621730382	0	0	0	0	0	0	0	0	0	0	0	0.0217864923747277	0.36231884057971	0.0874737578726382	0	0.607752956636005	0.487125956854558	0	0	0	0	0	0	0	0	0	0.0485201358563804
zOTU_660	0.0599469041705918	0.0837721397797989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0130412102243088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_661	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0	0	0	0.0485719836798135	0.0121536217792902	0	0	0	0	0	0	0	0	0	0	0	0	0.00914578379367112	0	0	0	0	0	0	0	0	0	0	0.0133511348464619	0.0108932461873638	0.271739130434783	0.139958012596221	0.0195083886071011	0	0	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_663	0.00856384345294168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0097143967359627	0.0364608653378707	0	0	0	0	0	0	0	0	0	0	0	0.0537730776124754	0	0	0	0	0	0	0	0	0	0	0	0.0267022696929239	0	0	0.0174947515745276	0	0.0164257555847569	0	0	0	0	0	0	0	0	0	0	0
zOTU_665	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0.530843858685704	0.228414801279123	1.28765233386986	0.310860695550806	0.0850753524550316	0.133478946729766	0	0	0	0	0	0	0	0	0.808555033907147	0.782160093193543	0.215092310449901	0.201207243460765	0	0	0	0	0	0	0	0	0	0	0.333778371161549	0.42483660130719	0.483091787439614	0.122463261021693	0.234100663285213	0.344940867279895	0.668058455114823	0	0.348605577689243	0.272479564032698	0	0.247647350173353	0.318471337579618	0	0	0	0.0323467572375869
zOTU_666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0459875833524948	0.0291431902078881	0	0	0	0	0	0	0	0	0	0	0	0.133133632884007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0323467572375869
zOTU_667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024268899405412	0	0	0	0	0	0	0	0	0	0	0.107546155224951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174947515745276	0.0780335544284042	0	0	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_668	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0366099212886692	0	0	0.0097143967359627	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0274373513810134	0	0	0	0	0	0	0	0	0	0	0	0	0.0603864734299517	0.0524842547235829	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0896217960207923	0	0	0	0	0	0	0	0	0	0	0	0.0267022696929239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0485201358563804
zOTU_67	0.873512032200051	1.69937769267592	0	0	0	0	0	0	0	0	0	0	0.413313030237111	0.0183049606443346	0.456829602558246	0.574844791906185	0.806294929084904	2.44287797763734	2.30554544351414	0	0	0	0	0	0	0	0	1.00417318727178	0.166417041105009	1.05753719304535	0	0	0	0	0	0	0	0	0	0	0	0.226969292389853	0.457516339869281	0.166062801932367	0.192442267319804	1.65821303160359	0.0492772667542707	0	0	0	0	0	0	0	0	0	0	1.84376516254246
zOTU_670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0680007771517389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0524842547235829	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0139178844815588	0	0	0	0	0	0	0	0	0	0.0323467572375869
zOTU_672	0	0	0	0	0	0	0	0	0	0	0	0	0.0761366108331521	0	0	0	0.0097143967359627	0	0	0	0	0	0	0	0	0	0	0.156494522691706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174947515745276	0.0585251658213032	0	0	0	0	0	0	0	0	0	0	0	0.0485201358563804
zOTU_673	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0	0	0	0	0.0121536217792902	0.024268899405412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_675	0	0.0359023456199138	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0229937916762474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253671562082777	0	0	0.0174947515745276	0	0.0657030223390276	0	0	0	0	0	0	0	0	0	0	0.0808668930939673
zOTU_678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012134449702706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_68	0.111329964888242	0	0	0	0	0	0	0	0	0	0	0	0.0326299760713509	0.109829763866008	0.118775696665144	0.206944125086227	0.116572760831552	0.133689839572193	0.024268899405412	0	0	0	0	0	0	0	0	0.352112676056338	0.18305874521551	0	0.118895189317725	0	0	0	0	0	0	0	0	0	0	0.173564753004005	0.294117647058824	1.02657004830918	0.717284814555633	0.0585251658213032	0	0.0556715379262352	0	0	0	0	0	0	0	0	0	0.533721494420184
zOTU_680	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0.0366099212886692	0.0548195523069895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0349895031490553	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012134449702706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_684	0	0	0	0	0	0	0	0	0	0	0	0	0.152273221666304	0	0	0.0229937916762474	0.0097143967359627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133511348464619	0	0	0	0	0	0.0139178844815588	0	0	0	0	0	0	0	0	0	0
zOTU_687	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0	0	0	0	0	0.024268899405412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161733786187935
zOTU_688	0.0428192172647084	0	0	0	0	0	0	0	0	0	0	0	0	0.0183049606443346	0	0.0229937916762474	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0179243592041585	0	0	0	0	0	0	0	0	0	0	0	0.0133511348464619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_689	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0183049606443346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00914578379367112	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174947515745276	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_692	0	0	0	0	0	0	0	0	0	0	0	0	0.424189688927561	0	0	0	0	0	0.230554544351414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0349895031490553	0	0	0	0	0	0	0	0	0	0	0	0	0.274947436519489
zOTU_693	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00914578379367112	0	0	0	0	0	0	0	0	0	0	0.0133511348464619	0.0217864923747277	0.0301932367149758	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00913659205116491	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0166417041105009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113213650331554
zOTU_697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0606722485135299	0	0	0	0	0	0	0	0	0.0130412102243088	0.0499251123315027	0	0	0	0	0	0	0	0	0	0	0	0	0.0267022696929239	0	0	0.0699790062981106	0	0	0.0139178844815588	0	0	0	0	0	0	0	0	0	0.0323467572375869
zOTU_698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0150966183574879	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_7	1.2331934572236	0.46673049305888	0	0	0	0	0	0	0	0	0	0	0.35892973678486	0.0366099212886692	0.0822293284604842	0.183950333409979	0.25257431513503	0.364608653378707	1.2134449702706	0	0	0	0	0	0	0	0	1.52582159624413	0.698951572641038	0.555655135328912	1.83830254252789	0	0	0	0	0	0	0	0	0	0	3.99198931909212	2.70152505446623	7.6237922705314	1.69699090272918	5.98907530238002	0.0657030223390276	0.556715379262352	0	0	0	0	0	0	0	0	0	5.4342552159146
zOTU_701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0182731841023298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_702	0	0	0	0	0	0	0	0	0	0	0	0	0.0652599521427018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0485201358563804
zOTU_704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_708	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0366099212886692	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0782472613458529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157452764170749	0.0975419430355053	0	0	0	0	0	0	0	0	0	0	0	0
