	Mouse_6.8	Mous_12.8	Mous_21.8	Mouse_24.8	Mouse_26.8	Mouse_27.8	Mouse_28.8	Mouse_34.8	Mouse_37.8	Mouse_49.8	Mouse_52.8	Mouse_56.8	Mouse_65.8	Mouse_66.8	Mouse_67.8	Mouse_8.8	Mouse_9.8	Mouse_15.8	Mouse_19.8	Mouse_22.8	Mouse_23.8	Mouse_25.8	Mouse_29.8	Mouse_30.8	Mouse_53.8	Mouse_54.8	Mouse_55.8	Mouse_70.8	Mouse_71.8	Mouse_1.8	Mouse_5.8	Mouse_31.8	Mouse_32.8	Mouse_33.8	Mouse_36.8	Mouse_38.8	Mouse_39.8	Mouse_40.8	Mouse_50.8	Mouse_51.8	Mouse_57.8	Mouse_63.8	Mouse_64.8	Mouse_0.8	Mouse_0.16	Mouse_0.24	Mouse_7.8	Mouse_10.8	Mouse_41.8	Mouse_42.8	Mouse_43.8	Mouse_45.8	Mouse_46.8	Mouse_47.8	Mouse_58.8	Mouse_59.8	Mouse_60.8	Mouse_62.8
zOTU_1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158520959179938	0.0791228871630882	0	0	0	0.105084334425434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0943355119825708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140061458838751
zOTU_139	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58520959179938	0.316491548652353	0	0.588886730134059	0.210500729217307	0.315253003276301	0	0	0	0	0	0	0	0	0	0.864702945581628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.392210144927536	0	0	0	3.25427974947808	0	0	0	0	0	0	0	0	0	0.280122917677503
zOTU_1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144117157596938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40061458838751
zOTU_1393	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158520959179938	0	0	0.0841266757334369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1394	0	0	0	0	0	0	0	0	0	0	0	0	0.188383728518599	0.317041918359876	0.712105984467793	0	0.252380027200311	0.842002916869227	0.735590340978037	0	0	0	0	0	0	0	0	0.338810641627543	1.1529372607755	0	0.712822388878727	0	0	0	0	0	0	0	0	0	0	0.231241655540721	0.0943355119825708	0.261473429951691	0.303009097270819	0.844713226687476	0.284494086727989	0.361586638830898	0	0	0	0	0	0	0	0	0	1.26055312954876
zOTU_1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158520959179938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303009097270819	0.506827936012485	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_140	0	0	0	0	0	0	0	0	0	0	0	0	0	0.475562877539813	2.13631795340338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.471677559912854	1.69957729468599	0.757522743177047	0.67577058134998	0	0	0	0	0	0	0	0	0	0	0	1.26055312954876
zOTU_1407	0	0	0	0	0	0	0	0	0	0	0	0	0.188383728518599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158404975306384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426741130091984	0	0	0	0	0	0	0	0	0	0	0
zOTU_1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231241655540721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338810641627543	1.87352304876019	0	0	0	0	0	0	0	0	0	0	0	0	1.04058744993324	1.13202614379085	0	1.6665500349895	0.168942645337495	0	0	0	0	0	0	0	0	0	0	0	2.52110625909753
zOTU_1410	0	0	0	0	0	0	0	0	0	0	0	0	0.282575592777899	1.74373055097932	0.791228871630882	0	0.336506702933748	1.05250364608653	0.105084334425434	0	0	0	0	0	0	0	0	0.225873761085029	1.29705441837244	0	0.871227364185111	0	0	0	0	0	0	0	0	0	0	0.809345794392523	0.471677559912854	0.130736714975845	0.606018194541638	0.844713226687476	0.426741130091984	0.241057759220598	0	0	0	0	0	0	0	0	0	1.40061458838751
zOTU_1412	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158520959179938	0	0	0.0841266757334369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.606018194541638	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0791228871630882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1415	0	0	0	0	0	0	0	0	0	0	0	0	0.0941918642592995	1.58520959179938	0.632983097304705	0.597378707748908	0.504760054400622	0	0.210168668850868	0	0	0	0	0	0	0	0	0	0.144117157596938	0	0	0	0	0	0	0	0	0	0	0	0	0.231241655540721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140061458838751
zOTU_1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283006535947712	0	0.606018194541638	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_142	0	0	0	0	0	0	0	0	0	0	0	0	3.20252338481618	0.951125755079627	0.237368661489264	0.199126235916303	1.00952010880124	1.78925619834711	7.56607207863123	0	0	0	0	0	0	0	0	0	0.144117157596938	0.155224950708012	0	0	0	0	0	0	0	0	0	0	0	0.924966622162884	0	0	1.06053184044787	6.58876316816231	0	0	0	0	0	0	0	0	0	0	0	7.00307294193757
zOTU_1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0.317041918359876	0.158245774326176	0	0.168253351466874	0	0	0	0	0	0	0	0	0	0	0	0	0.155224950708012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18259851736247	0.568988173455979	0	0	0	0	0	0	0	0	0	0	0
zOTU_1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0.475562877539813	0.316491548652353	3.58427224649345	1.17777346026812	0.421001458434614	0.105084334425434	0	0	0	0	0	0	0	0	0.7905581637976	3.0264603095357	0.776124753540061	0.712822388878727	0	0	0	0	0	0	0	0	0	0	1.61869158878505	1.50936819172113	0.653683574879227	0.454513645906228	0.33788529067499	2.84494086727989	2.53110647181628	0	0	0	0	0	0	0	0	0	0.140061458838751
zOTU_1423	0.14832576860495	0	0	0	0	0	0	0	0	0	0	0	1.31868609963019	0.634083836719751	2.29456372772956	0.398252471832605	1.26190013600155	1.78925619834711	1.57626501638151	0	0	0	0	0	0	0	0	1.69405320813772	1.00882010317857	1.55224950708012	1.26723980245107	0	0	0	0	0	0	0	0	0	0	0.462483311081442	0.754684095860566	0.522946859903382	1.06053184044787	1.85836909871245	0.995729303547963	0.120528879610299	0	0	0	0	0	0	0	0	0	0.840368753032508
zOTU_1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.597378707748908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11562082777036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421001458434614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.784420289855073	0	0.168942645337495	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210168668850868	0	0	0	0	0	0	0	0	0	0.288234315193876	0	0.316809950612768	0	0	0	0	0	0	0	0	0	0	0.231241655540721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140061458838751
zOTU_1429	0.2966515372099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.606018194541638	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303009097270819	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158520959179938	0	0.199126235916303	0.0841266757334369	0.105250364608653	0	0	0	0	0	0	0	0	0	0.451747522170057	0.288234315193876	0	0	0	0	0	0	0	0	0	0	0	0	0.11562082777036	0.0943355119825708	0	0	0	0	0.241057759220598	0	0	0	0	0	0	0	0	0	0
zOTU_1438	0.14832576860495	0	0	0	0	0	0	0	0	0	0	0	1.22449423537089	1.2681676734395	1.10772042028323	0	0.588886730134059	0.94725328147788	0.945759009828904	0	0	0	0	0	0	0	0	0.564684402712572	0.144117157596938	0.620899802832049	1.74245472837022	0	0	0	0	0	0	0	0	0	0	0.693724966622163	0.566013071895425	0.784420289855073	0.303009097270819	1.18259851736247	0.284494086727989	0.361586638830898	0	0	0	0	0	0	0	0	0	1.12049167071001
zOTU_1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.606018194541638	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_144	1.92823499186435	0.103638104356151	0	0	0	0	0	0	0	0	0	0	0.282575592777899	0	0.237368661489264	0	0	0	0.735590340978037	0	0	0	0	0	0	0	0	0	0	1.39702455637211	0	0	0	0	0	0	0	0	0	0	0	1.04058744993324	0	0	4.69664100769769	1.35154116269996	0	0.241057759220598	0	0	0	0	0	0	0	0	0	2.80122917677503
zOTU_1444	0	0	0	0	0	0	0	0	0	0	0	0	0.0941918642592995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1445	0	0	0	0	0	0	0	0	0	0	0	0	0.0941918642592995	0.317041918359876	0	0.398252471832605	0	0.210500729217307	0.105084334425434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188671023965142	0	0	0.168942645337495	0	0	0	0	0	0	0	0	0	0	0	0.560245835355006
zOTU_1447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144117157596938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151504548635409	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47118068195607	0	0	0	0	0	0	0	0	0	0.288234315193876	0.465674852124037	0.396012438265959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29004871259569	0	0	0	0	0	0	0	0	0	0
zOTU_1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105084334425434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130736714975845	0	0	0	0	0	0	0	0	0	0	0	0	0	0.700307294193757
zOTU_1454	0	0	0	0	0	0	0	0	0	0	0	0	0.0941918642592995	0	0	0	0	0.105250364608653	0.105084334425434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0841266757334369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231241655540721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140061458838751
zOTU_1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.199126235916303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0792024876531919	0	0	0	0	0	0	0	0	0	0	0.11562082777036	0	0.130736714975845	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1468	0	0.207276208712303	1.70533476548514	3.09728183118741	5.84148397976391	0	3.08028455284553	3.43821339950372	3.6437587657784	2.86944996686547	2.55608028335301	3.20740740740741	0	0	0	0	0	0	0	3.91265060240964	2.44494635798984	6.3422103861518	3.35009671179884	3.82621502209131	1.84353379457158	3.03859649122807	2.86913307564881	0	0	0	0	4.13611940298507	0.716887417218543	5.45143884892086	3.62722513089005	1.6391167192429	0	2.44172932330827	2.64528445971745	4.1568	0.429563492063492	0	0	0	0	0	0	0	2.00579038795599	0	0.429031459004211	0.690590111642743	2.57355126300149	2.75796178343949	2.75796178343949	4.47776628748707	0.700080840743735	0
zOTU_147	0.0741628843024749	0	0	0	0	0	0	0	0	0	0	0	1.50706982814879	0	0	0	0	0.31575109382596	0.210168668850868	0	0	0	0	0	0	0	0	0	0	0.310449901416024	0	0	0	0	0	0	0	0	0	0	0	1.61869158878505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.280122917677503
zOTU_1470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26101201310521	0	0	0	0	0	0	0	0	0.225873761085029	0	1.39702455637211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0.475562877539813	0.158245774326176	0.597378707748908	0.168253351466874	0.105250364608653	0.105084334425434	0	0	0	0	0	0	0	0	0.338810641627543	0.144117157596938	0.310449901416024	0.316809950612768	0	0	0	0	0	0	0	0	0	0	0.11562082777036	0.754684095860566	2.35326086956522	0.909027291812456	0	0.142247043363995	1.08475991649269	0	0	0	0	0	0	0	0	0	0.560245835355006
zOTU_1472	0	0	0	0	0	0	0	0	0	0	0	0	0.376767457037198	0.317041918359876	0.474737322978529	0	0.0841266757334369	0	0.525421672127169	0	0	0	0	0	0	0	0	0.338810641627543	0	0.155224950708012	0.237607462959576	0	0	0	0	0	0	0	0	0	0	0.11562082777036	0.0943355119825708	0.130736714975845	0	0.168942645337495	0	0.120528879610299	0	0	0	0	0	0	0	0	0	0.140061458838751
zOTU_1473	0.0741628843024749	0	0	0	0	0	0	0	0	0	0	0	0.282575592777899	0.158520959179938	0.237368661489264	0.199126235916303	0.168253351466874	0.421001458434614	0.210168668850868	0	0	0	0	0	0	0	0	0.225873761085029	0.144117157596938	0.620899802832049	0	0	0	0	0	0	0	0	0	0	0	0	0.0943355119825708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140061458838751
zOTU_1475	0	0	0	0	0	0	0	0	0	0	0	0	0.0941918642592995	0	0.237368661489264	0	0	0.210500729217307	0.210168668850868	0	0	0	0	0	0	0	0	0	0	0	0.158404975306384	0	0	0	0	0	0	0	0	0	0	0	0.188671023965142	0	0.303009097270819	0.506827936012485	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1476	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2681676734395	0.0791228871630882	1.99126235916303	0.168253351466874	0.210500729217307	0.210168668850868	0	0	0	0	0	0	0	0	1.69405320813772	1.00882010317857	0	0	0	0	0	0	0	0	0	0	0	0	0.578104138851802	0.754684095860566	0.392210144927536	0.454513645906228	0.33788529067499	0.284494086727989	0.964231036882394	0	0.862549800796813	0.214515729502106	0	0	0.306440198159943	0	0	0	0
zOTU_1477	0	0	0	0	0	0	0	0	0	0	0	0	0.282575592777899	0	0.158245774326176	0.398252471832605	0	0.105250364608653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11562082777036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0.792604795899689	0	0	0	0.105250364608653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11562082777036	0	0	0	0.33788529067499	0	0	0	0	0	0	0	0	0	0	0	0.280122917677503
zOTU_1484	0.0741628843024749	0	0	0	0	0	0	0	0	0	0	0	0	0.317041918359876	0.158245774326176	0	0.0841266757334369	0.210500729217307	0	0	0	0	0	0	0	0	0	0	0	0.310449901416024	0.158404975306384	0	0	0	0	0	0	0	0	0	0	0.11562082777036	0.188671023965142	0.261473429951691	0	0.33788529067499	0.142247043363995	0	0	0	0	0	0	0	0	0	0	0
zOTU_1485	0.815791727327224	0.207276208712303	0	0	0	0	0	0	0	0	0	0	0.0941918642592995	0	0.0791228871630882	0.199126235916303	0	0.736752552260574	0	0	0	0	0	0	0	0	0	0	0.288234315193876	0	0.158404975306384	0	0	0	0	0	0	0	0	0	0	0.346862483311081	0.283006535947712	0	0.303009097270819	0.33788529067499	0	0.120528879610299	0	0	0	0	0	0	0	0	0	0.420184376516254
zOTU_1486	0.0741628843024749	0	0	0	0	0	0	0	0	0	0	0	0.282575592777899	0	0.158245774326176	0	0.168253351466874	1.05250364608653	0.210168668850868	0	0	0	0	0	0	0	0	0.338810641627543	0.432351472790814	0.310449901416024	0.316809950612768	0	0	0	0	0	0	0	0	0	0	0	0	1.04589371980676	0	1.01365587202497	0	0	0	0	0	0	0	0	0	0	0	0.140061458838751
zOTU_1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.199126235916303	0	0.31575109382596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1490	0	0	0	0	0	0	0	0	0	0	0	0	0.0941918642592995	0.634083836719751	1.66158063042485	0	0.420633378667185	0.31575109382596	0.525421672127169	0	0	0	0	0	0	0	0	0.564684402712572	1.29705441837244	0	0.712822388878727	0	0	0	0	0	0	0	0	0	0	1.1562082777036	0.471677559912854	0.130736714975845	0.151504548635409	1.68942645337495	0	0.482115518441197	0	0	0	0	0	0	0	0	0	1.26055312954876
zOTU_1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303009097270819	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1492	0.222488652907425	0	0	0	0	0	0	0	0	0	0	0	0	0.317041918359876	0.553860210141617	0.398252471832605	0	0.210500729217307	0	0	0	0	0	0	0	0	0	0.338810641627543	0.576468630387752	0	0.316809950612768	0	0	0	0	0	0	0	0	0	0	0.11562082777036	0.754684095860566	2.48399758454106	1.36354093771868	0.168942645337495	0.142247043363995	0.241057759220598	0	0	0	0	0	0	0	0	0	0.280122917677503
zOTU_1497	0.0741628843024749	0	0	0	0	0	0	0	0	0	0	0	0.376767457037198	0.158520959179938	0.0791228871630882	0.398252471832605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.316809950612768	0	0	0	0	0	0	0	0	0	0	0	0.0943355119825708	0	0	0	0.995729303547963	0.241057759220598	0	0	0	0	0	0	0	0	0	0.560245835355006
zOTU_1502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421001458434614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105250364608653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130736714975845	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140061458838751
zOTU_1504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144117157596938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1505	0	0	0	0	0	0	0	0	0	0	0	0	0.188383728518599	0.158520959179938	0.395614435815441	0	0.0841266757334369	0.31575109382596	0.105084334425434	0	0	0	0	0	0	0	0	0	0.288234315193876	0.155224950708012	0.316809950612768	0	0	0	0	0	0	0	0	0	0	0	0.0943355119825708	0	0	0.168942645337495	0.142247043363995	0.120528879610299	0	0	0	0	0	0	0	0	0	0.140061458838751
zOTU_1506	0	0	0	0	0	0	0	0	0	0	0	0	0.470959321296498	0	1.10772042028323	0.199126235916303	0.504760054400622	0.63150218765192	0.525421672127169	0	0	0	0	0	0	0	0	0.225873761085029	0.288234315193876	0.776124753540061	0.950429851838303	0	0	0	0	0	0	0	0	0	0	0.231241655540721	0.188671023965142	0.261473429951691	0.454513645906228	0.168942645337495	0.568988173455979	0.120528879610299	0	0	0	0	0	0	0	0	0	0
zOTU_1509	2.0765607604693	0	0	0	0	0	0	0	0	0	0	0	0.659343049815097	2.06077246933919	0.712105984467793	3.38514601057714	2.94443365067029	3.78901312591152	5.56946972454799	0	0	0	0	0	0	0	0	0.564684402712572	1.1529372607755	5.43287327478043	3.64331443204683	0	0	0	0	0	0	0	0	0	0	9.82777036048064	5.37712418300654	4.57578502415459	1.06053184044787	2.36519703472493	8.39257555847569	5.42379958246347	11.031847133758	21.9950199203187	38.1837998513748	4.8341307814992	30.8826151560178	12.8704883227176	0	0	0	4.9021510593563
zOTU_151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70308232539992	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1511	0	0	0	0	0	0	0	0	0	0	0	0	0.0941918642592995	0	0.0791228871630882	0	0	0.105250364608653	0	0	0	0	0	0	0	0	0	0.112936880542514	0	0	0.0792024876531919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168942645337495	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0792024876531919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155224950708012	0.0792024876531919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120528879610299	0	0	0	0	0	0	0	0	0	0
zOTU_1520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105084334425434	0	0	0	0	0	0	0	0	0.338810641627543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188671023965142	0.261473429951691	0.303009097270819	0.506827936012485	0	0	0	0	0	0	0	0	0	0	0	0.140061458838751
zOTU_1525	3.18900402500642	1.55457156534227	3.41066953097028	0	0	0.712757201646091	0	0	0	0	0	0	0.659343049815097	0.792604795899689	1.18684330744632	0	1.00952010880124	0.210500729217307	0.105084334425434	0	0	0	0	0	0	0	0	0	0.288234315193876	0	0.792024876531919	0	0	0	0	0	0	0	0	0	0	0.11562082777036	0.377342047930283	0	0	0	0.426741130091984	0.723173277661795	0	0	0	0	0	0	3.44745222929936	0	0	0
zOTU_153	0	0.207276208712303	0	0	0	0	0	0	0	0	0	0	7.72373286926256	0.158520959179938	0	3.18601977466084	0	0.105250364608653	2.73219269506128	0	0	0	0	0	0	0	0	0	0	0	0.0792024876531919	0	0	0	0	0	0	0	0	0	0	3.8154873164219	0	0	0.606018194541638	0	0	0	0	0	0	0	0	0	0	0	0	0.840368753032508
zOTU_1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112936880542514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0791228871630882	0	0.0841266757334369	0.105250364608653	0	0	0	0	0	0	0	0	0	0	0	0.155224950708012	0.0792024876531919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0841266757334369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.462483311081442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_154	0	0	0	0	0	0	0	0	0	0	0	0	0.282575592777899	5.54823357129782	1.81982640475103	15.133593929639	6.47775403147465	1.78925619834711	1.15592767867977	0	0	0	0	0	0	0	0	11.4066249347939	16.7175902812448	5.1224233733644	7.60343881470642	0	0	0	0	0	0	0	0	0	0	6.24352469959947	12.7352941176471	5.62167874396135	2.87858642407278	2.36519703472493	13.2289750328515	12.896590118302	0	0	0	0	0	0	0	0	0	2.10092188258127
zOTU_1541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105084334425434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1546	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158520959179938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.346862483311081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1547	0.0741628843024749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0792024876531919	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151504548635409	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210168668850868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151504548635409	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_155	0	0	0	0	0	0	0	0	0	0	0	0	0.282575592777899	4.28006589785832	1.3450890817725	36.4401011726834	6.89838741014183	1.15775401069519	0.735590340978037	0	0	0	0	0	0	0	0	10.1643192488263	14.5558329172907	5.27764832407241	5.38576916041705	0	0	0	0	0	0	0	0	0	0	6.35914552736983	13.2069716775599	5.09873188405797	2.42407277816655	3.5477955520874	16.5006570302234	13.8608211551844	0	0	0	0	0	0	0	0	0	0.840368753032508
zOTU_1554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.576468630387752	0	0	0	0	0	0	0	0	0	0	0	0	0.11562082777036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.620899802832049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.454513645906228	0	0	0	0	0	0	0	0	0	0	0	0	0
